namespace,term_local_name,label,definition,usage,notes,examples,rdf_type,class_uri,is_required,is_repeatable,term_created,term_modified,class_name,compound_name,namespace_iri,term_iri,term_ns_name,term_version_iri,datatype,label_fr,definition_fr,usage_fr,notes_fr
chrono:,chronometricAgeUncertaintyInYears,Chronometric Age Uncertainty In Years,The temporal uncertainty of the earliestChronometricAge and latestChronometicAge in years.,,The expected unit for this field is years. The value in this field is number of years before and after the values given in the earliest and latest chronometric age fields within which the actual values are estimated to be.,`100`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ChronometricAge,False,False,2024-02-28,2024-02-28,ChronometricAge,ChronometricAge.chronometricAgeUncertaintyInYears,http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeUncertaintyInYears,chrono:chronometricAgeUncertaintyInYears,http://rs.tdwg.org/ltc/terms/chronometricAgeUncertaintyInYears-2024-02-28,number,Incertitudes autour de l’Âge Chronométrique en Année,L'incertitude temporelle de l'earliestChronometricAge et du latestChronometicAge en années.,,L'unité attendue pour ce champ est l'année. La valeur dans ce champ correspond au nombre d'années avant et après les valeurs indiquées dans les champs d'âge chronométrique le plus ancien et le plus récent dans lesquels les valeurs sont estimées se situer réellement.
ltc:,collectionManagementSystem,Collection Management System,The collection management system which is used to hold and manage the primary data for the objects contained within the ObjectGroup.,,"This should reflect the system or database in which the object-level records reside, rather than the source of the Collection Description data.","`Specify 7`, `DINA`, `Axiell EMu`, `Arctos`, `EarthCape`, `BRAHMS`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.collectionManagementSystem,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/collectionManagementSystem,ltc:collectionManagementSystem,http://rs.tdwg.org/ltc/terms/collectionManagementSystem-2024-02-28,list,Système de Gestion de la Collection,Le système de gestion des collections utilisé pour détenir et gérer les données primaires des objets contenus dans l'ObjectGroup.,,"Ceci doit refléter le système ou la base de données dans lequel les enregistrements au niveau de l'objet se trouvent, plutôt que la source des données de la description de la collection."
ltc:,collectionName,Collection Name,A short title that summarises the collection objects contained within the ObjectGroup.,,,"`The Leslie Hubricht Molluscan Collection`, `NHM Algae, Fungi and Plants collection`, `Crustacea – Cirripedes, Decapoda`, `Global Mesozoic and Paleozoic mollusc faunas/samples`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.collectionName,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/collectionName,ltc:collectionName,http://rs.tdwg.org/ltc/terms/collectionName-2024-02-28,string,Nom de la Collection,Un titre court qui résume les objets de la collection contenus dans l'ObjectGroup.,,
ltc:,conditionsOfAccess,Conditions of Access,Information about who can access the collection being described or an indication of its security status.,,"If available, this should be a URL to a stable policy page. For example, https://www.fieldmuseum.org/science/research/area/fossils-meteorites/fossils-meteorites-policies.",`Open to the public`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.conditionsOfAccess,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/conditionsOfAccess,ltc:conditionsOfAccess,http://rs.tdwg.org/ltc/terms/conditionsOfAccess-2024-02-28,list,Conditions d'Accès,Les informations sur les personnes autorisées à accéder à la collection concernée ou l'indication du niveau de sécurité associé à cette collection.,,"Si elle est disponible, il devrait s'agir d'une URL vers une page de règlement stable. Par exemple, https://www.fieldmuseum.org/science/research/area/fossils-meteorites/fossils-meteorites-policies."
ltc:,contactDetailCategory,Contact Detail Category,The method of contact to which the contact detail applies.,,Recommended practice is to use a controlled vocabulary.,"`Email`, `Phone (mobile)`, `Phone (home)`, `Twitter handle`, `GitHub handle`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContactDetail,True,False,2024-02-28,2024-02-28,ContactDetail,ContactDetail.contactDetailCategory,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/contactDetailCategory,ltc:contactDetailCategory,http://rs.tdwg.org/ltc/terms/contactDetailCategory-2024-02-28,string,Catégorie des Coordonnées de Contact,La méthode de contact à laquelle se rapporte la coordonnée.,,La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé.
ltc:,contactDetailFunction,Contact Detail Function,A brief label describing the nature of the enquiry or enquiries that are appropriate to direct to the contact detail.,,,"`Loan requests`, `General enquiries`, `Data issues`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContactDetail,False,True,2024-02-28,2024-02-28,ContactDetail,ContactDetail.contactDetailFunction,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/contactDetailFunction,ltc:contactDetailFunction,http://rs.tdwg.org/ltc/terms/contactDetailFunction-2024-02-28,list,Rôle des Coordonnées de Contact,Une brève indication de la nature de la demande ou des demandes qu'il convient d'adresser à la personne de contact.,,
ltc:,contactDetailValue,Contact Detail Value,"The value of the contact detail, such as the phone number or email address.",,,"`01234 567891`, `someone@example.org`, `@github_user`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContactDetail,True,False,2024-02-28,2024-02-28,ContactDetail,ContactDetail.contactDetailValue,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/contactDetailValue,ltc:contactDetailValue,http://rs.tdwg.org/ltc/terms/contactDetailValue-2024-02-28,string,Valeur des Coordonnées de Contact,"La valeur des coordonnées du contact, comme le numéro de téléphone ou l'adresse électronique.",,
dwc:,continent,Continent,The name of the continent in which the Location occurs.,The name of the continent in which the GeographicContext is located.,Based on best practice Getty Thesaurus of Geographic Names. --> http://www.getty.edu/vow/TGNHierarchy?find=&place=&nation=&english=Y&subjectid=7029392. For cultural collections such as economic botany use the Region field to record things like Pacific to replace Oceania.,"`Africa`, `Antarctica`, `Asia`, `Europe`, `North America`, `Oceania`, `South America`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeographicContext,False,False,2024-02-28,2024-02-28,GeographicContext,GeographicContext.continent,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/continent,dwc:continent,http://rs.tdwg.org/ltc/terms/continent-2024-02-28,string,Continent,Le nom du continent dans lequel se trouve la Location.,Nom du continent dans lequel se trouve le GeographicContext.,"Basé sur les pratiques recommandée par le Getty Thesaurus des noms géographiques. → http://www.getty.edu/vow/TGNHierarchy?find=&place=&nation=&english=Y&subjectid=7029392. Pour les collections culturelles telles que la botanique économique, utilisez le champ Region pour enregistrer des éléments tels que 'Pacific' pour remplacer 'Oceania'.Getty Thesaurus of Geographic Names"
dwc:,country,Country,The name of the country or major administrative unit in which the Location occurs.,The name of the country or major administrative unit in which the GeographicContext is located.,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names,"`Angola`, `Denmark`, `Colombia`, `Españax`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeographicContext,False,False,2024-02-28,2024-02-28,GeographicContext,GeographicContext.country,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/country,dwc:country,http://rs.tdwg.org/ltc/terms/country-2024-02-28,string,Pays,Le nom du pays ou de l'unité administrative principale dans lesquels se trouve la Location.,Le nom du pays ou de l'unité administrative principale dans lesquels se trouve le GeographicContext.,La pratique optimale recommandée consiste à utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names.
dwc:,countryCode,Country Code,The standard code for the country in which the Location occurs.,The standard code for the country in which the GeographicContext is located.,Recommended best practice is to use an ISO 3166-1-alpha-2 country code.,"`AR`, `SV`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeographicContext,False,False,2024-02-28,2024-02-28,GeographicContext,GeographicContext.countryCode,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/countryCode,dwc:countryCode,http://rs.tdwg.org/ltc/terms/countryCode-2024-02-28,string,Code du Pays,Le code standardisé du pays dans lequel se trouve la Location.,Le code standardisé du pays dans lequel se trouve le GeographicContext.,La pratique optimale recommandée consiste à utiliser le code pays ISO 3166-1-alpha-2.
dwc:,county,Second Order Division,"The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the Location occurs.","The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the GeographicContext is located.",Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names and to leave this field blank if the Location spans multiple entities at this administrative level or is uncertain.,"`Missoula`, `Los Lagos`, `Mataró`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeographicContext,False,False,2024-02-28,2024-02-28,GeographicContext,GeographicContext.county,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/county,dwc:county,http://rs.tdwg.org/ltc/terms/county-2024-02-28,string,Division du Second Ordre,"Le nom complet et non abrégé de la région administrative immédiatement inférieure à stateProvince (comté, département, etc.) dans laquelle se trouve la Location.","Le nom complet et non abrégé de la région administrative immédiatement inférieure à stateProvince (comté, département, etc.) dans laquelle se trouve le GeographicContext.",La pratique optimale recommandée consiste à utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names et à laisser ce champ vide si la Location couvre plusieurs entités à ce niveau administratif ou si elle est incertaine.
dwc:,degreeOfEstablishment,Degree of Establishment,"The degree to which an Organism survives, reproduces, and expands its range at the given place and time.",,"Some preserved collections are specifically created from cultivated or captive organisms, or perhaps from rare vagrants. Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084.","`native`, `captive`, `cultivated`, `released`, `failing`, `casual`, `reproducing`, `established`, `colonising`, `invasive`, `widespreadInvasive`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.degreeOfEstablishment,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,dwc:degreeOfEstablishment,http://rs.tdwg.org/ltc/terms/degreeOfEstablishment-2024-02-28,list,Degré d'Implantation,"Le degré de survie, de reproduction et d'expansion de l'aire de répartition d'un organisme à un endroit et à un moment donnés.",,"Certaines collections sont spécifiquement créées à partir d'organismes cultivés ou captifs, ou peut-être à partir d'espèces rares erratiques. La pratique optimale recommandée est d'utiliser les valeurs permises par le vocabulaire contrôlé dédié à ce terme, dont la liste figure à l'adresse http://rs.tdwg.org/dwc/doc/doe/. Pour plus de détails, voir https://doi.org/10.3897/biss.3.38084. "
ltc:,description,Description,A free text description or narrative about the collection.,,"Use this field to record information about the collection in a human-readable, narrative style to introduce the main characteristics of the collection to someone unfamiliar to it. It may include additional information or re-state information held elsewhere in the collection description record - for example, for more atomic, categorised textual descriptions and narratives the MeasurementOrFact class should be used.","`The Chicago Academy of Sciences holds material documenting the biodiversity of Midwest / Western Great Lakes region from the 1830s to the present, and includes comparative and historic material collected across North America. These collections include zoology, botany, earth sciences, cultural, audiovisual, and archives. The institutional collection code CHAS was used historically to reference vertebrate and malacology collections at the Academy and was designated as the primary collection code for all the collections.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.description,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/description,ltc:description,http://rs.tdwg.org/ltc/terms/description-2024-02-28,string,Description,Une description ou un récit en texte libre sur la collection.,,"Ce champ sert à enregistrer des informations sur la collection dans un style narratif lisible par un humain, afin de présenter les principales caractéristiques de la collection à une personne qui n'en est pas familière. Il peut s'agir d'informations supplémentaires ou d'une reformulation d'informations contenues ailleurs dans la fiche de description de la collection - par exemple, pour des descriptions et des récits plus spécifiques et catégorisés, il convient d'utiliser la classe MeasurementOrFact."
ltc:,discipline,Discipline,A high level classification of the scientific discipline to which the objects within the collection belong or are related.,,"The recommendation is to use a controlled vocabulary that is also common across other community collections, object and occurrence standards. Suggested list https://confluence.egi.eu/display/EGIG/Scientific+Disciplines","`Anthropology`, `Botany`, `Extraterrestrial`, `Geology`, `Microorganisms`, `Other geo/biodiversity`, `Palaeontology`, `Virology`, `Zoology invertebrates`, `Zoology vertebrates`, `Unspecified`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.discipline,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/discipline,ltc:discipline,http://rs.tdwg.org/ltc/terms/discipline-2024-02-28,list,Discipline,Une classification de haut niveau de la discipline scientifique à laquelle les objets de la collection appartiennent ou sont liés.,,"Il est recommandé d'utiliser un vocabulaire contrôlé qui soit également commun à d'autres collections, objets et standards d'occurrence. Une liste suggérée est disponible à https://confluence.egi.eu/display/EGIG/Scientific+Disciplines"
dwc:,earliestAgeOrLowestStage,Earliest Age Or Lowest Stage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which objects in the collection originated.,"Recommended vocabularies: https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html","`Atlantic`, `Boreal`, `Frasnian`, `Hirnantian`, `Maastrichtian`, `Bridgerian`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.earliestAgeOrLowestStage,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,dwc:earliestAgeOrLowestStage,http://rs.tdwg.org/ltc/terms/earliestAgeOrLowestStage-2024-02-28,string,Âge le plus Ancien ou Étage Inférieur,Le nom complet de l'âge géochronologique le plus ancien possible ou de l'étage chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel l'objet catalogué a été collecté.,Le nom complet de l'âge géochronologique le plus ancien possible ou de l'étage chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel les objets de la collection ont collectés.,"Vocabulaires recommandés : https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html"
chrono:,earliestChronometricAge,Earliest Chronometric Age,The maximum/earliest/oldest possible age of a specimen as determined by a dating method.,,"The expected unit for this field is years. This field, if populated, must have an associated earliestChronometricAgeReferenceSystem.",`100`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ChronometricAge,False,False,2024-02-28,2024-02-28,ChronometricAge,ChronometricAge.earliestChronometricAge,http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/earliestChronometricAge,chrono:earliestChronometricAge,http://rs.tdwg.org/ltc/terms/earliestChronometricAge-2024-02-28,number,Âge Chronométrique le plus Ancien,"L'âge maximal/le plus ancien/le plus précoce possible d'un spécimen, tel que déterminé par une méthode de datation.",,"L'unité attendue pour ce champ est l'année. Si ce champ est renseigné, il doit être associé à un earliestChronometricAgeReferenceSystem."
chrono:,earliestChronometricAgeReferenceSystem,Earliest Chronometric Age Reference System,The reference system associated with the earliestChronometricAge.,,,"`kya`, `mya`, `BP`, `AD`, `BCE`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ChronometricAge,False,False,2024-02-28,2024-02-28,ChronometricAge,ChronometricAge.earliestChronometricAgeReferenceSystem,http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/earliestChronometricAgeReferenceSystem,chrono:earliestChronometricAgeReferenceSystem,http://rs.tdwg.org/ltc/terms/earliestChronometricAgeReferenceSystem-2024-02-28,string,Système de Référence de l’Âge Chronométrique le plus Ancien,Le système de référence associé à l'earliestChronometricAge.,,
dwc:,earliestEonOrLowestEonothem,Earliest Eon Or Lowest Eonothem,The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (Precambrian) attributable to the stratigraphic horizon from which the cataloged item was collected.,The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (Precambrian) attributable to the stratigraphic horizon from which the objects in the collection originated.,"Recommended vocabularies: https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html","`Phanerozoic`, `Proterozoic`, `Arechean`, `Hadean`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.earliestEonOrLowestEonothem,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,dwc:earliestEonOrLowestEonothem,http://rs.tdwg.org/ltc/terms/earliestEonOrLowestEonothem-2024-02-28,string,Éon le plus Ancien ou Éonothème Inférieur,"Le nom complet de l'éon géochronologique le plus ancien possible ou de l'éonothème chrono-stratigraphique le plus bas, ou le nom informel (""Précambrien"") attribuable à l'horizon stratigraphique à partir duquel l'objet catalogué a été collecté.","Le nom complet de l'éon géochronologique le plus ancien possible ou de l'éonothème chrono-stratigraphique le plus bas, ou le nom informel (""Précambrien"") attribuable à l'horizon stratigraphique à partir duquel les objets de la collection ont collectés.","Vocabulaires recommandés : https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html"
dwc:,earliestEpochOrLowestSeries,Earliest Epoch Or Lowest Series,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which objects in the collection originated.,"Recommended vocabularies: https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html","`Holocene`, `Pleistocene`, `Ibexian`, `Late Devonian`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.earliestEpochOrLowestSeries,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,dwc:earliestEpochOrLowestSeries,http://rs.tdwg.org/ltc/terms/earliestEpochOrLowestSeries-2024-02-28,string,Époque la plus Ancienne ou Série la plus Basse,Le nom complet de l'époque géochronologique la plus ancienne possible ou de la série chronostratigraphique la plus basse attribuable à l'horizon stratigraphique à partir duquel l'objet catalogué a été collecté.,Le nom complet de l'époque géochronologique la plus ancienne possible ou de la série chronostratigraphique la plus basse attribuable à l'horizon stratigraphique à partir duquel les objets de la collection ont collectés.,"Vocabulaires recommandés : https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html"
dwc:,earliestEraOrLowestErathem,Earliest Era Or Lowest Erathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the objects in the collection originated.,"Recommended vocabularies: https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html","`Cenozoic`, `Mesozoic`, `Paleozoic`, `Neoproterozoic`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.earliestEraOrLowestErathem,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,dwc:earliestEraOrLowestErathem,http://rs.tdwg.org/ltc/terms/earliestEraOrLowestErathem-2024-02-28,string,Ère la plus Ancienne ou Érathème Inférieur,Le nom complet de l'ère géochronologique potentielle la plus ancienne ou de l'érythème chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel l'objet catalogué a été collecté.,Le nom complet de l'ère géochronologique potentielle la plus ancienne ou de l'érythème chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel les objets de la collection ont collectés.,"Vocabulaires recommandés : https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html"
dwc:,earliestPeriodOrLowestSystem,Earliest Period Or Lowest System,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which objects in the collection originated.,"Recommended vocabularies: https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html","`Neogene`, `Quaternary`, `Jurassic`, `Devonian`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.earliestPeriodOrLowestSystem,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,dwc:earliestPeriodOrLowestSystem,http://rs.tdwg.org/ltc/terms/earliestPeriodOrLowestSystem-2024-02-28,string,Première Période ou Système Inférieur,Le nom complet de la période géochronologique la plus ancienne possible ou du système chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel l'objet catalogué a été collecté.,Le nom complet de la période géochronologique la plus ancienne possible ou du système chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel les objets de la collection ont collectés.,"Vocabulaires recommandés : https://stratigraphy.org/chart, https://timescalefoundation.org/resources/geowhen/index.html"
ltc:,ecoregion,Ecoregion,"An ecologically and geographically defined area that is smaller than a bioregion, which in turn is smaller than a biogeographic realm. Ecoregions cover relatively large areas of land or water, and contain characteristic, geographically distinct assemblages of natural communities and species.",,It is recommended to use controlled vocabularies such as those adopted by the World Wildlife Fund (WWF) / Global 200 (Olson et at. 1998).,"`Albertine Rift montane forests`, `Atlantic Equatorial coastal forests`, `Irrawaddy freshwater swamp forests`, `Adriatic Sea`, `Cortezian`, `Ningaloo`, `Ross Sea`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext,False,False,2024-02-28,2024-02-28,EcologicalContext,EcologicalContext.ecoregion,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ecoregion,ltc:ecoregion,http://rs.tdwg.org/ltc/terms/ecoregion-2024-02-28,string,Écorégion,"Une zone écologiquement et géographiquement définie qui est plus petite qu'une biorégion, elle-même plus petite qu'un domaine biogéographique. Les écorégions couvrent des zones relativement vastes de terre ou d'eau et contiennent des assemblages caractéristiques et géographiquement distincts de communautés et d'espèces.",,Il est recommandé d'utiliser des vocabulaires contrôlés tels que ceux adoptés par le World Wildlife Fund (WWF) / Global 200 (Olson et al. 1998).
ltc:,ecosystem,Ecosystem,"A specific kind of ecological classification that considers all four elements of the definition of ecosystems: a biotic component, an abiotic complex, the interactions between and within them, and the physical space that they occupy.",,,"`Orjen, vegetation belt between 1,100 and 1,450 m, Oromediterranean zone, nemoral zone (temperate zone)`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext,False,False,2024-02-28,2024-02-28,EcologicalContext,EcologicalContext.ecosystem,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ecosystem,ltc:ecosystem,http://rs.tdwg.org/ltc/terms/ecosystem-2024-02-28,string,Écosystème,"Un mode spécifique de classification écologique qui prend en compte les quatre éléments de la définition des écosystèmes : une composante biotique, un complexe abiotique, les interactions entre eux et au sein de ceux-ci, et l'espace physique qu'ils occupent.",,
ltc:,eventName,Event Name,The name commonly used to identify or refer to the event.,,,"`Trawl 3.42`, ` Voyage of the Rattlesnake 1846-1850`, `Donner-Reed Party`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Event,False,False,2024-02-28,2024-02-28,Event,Event.eventName,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/eventName,ltc:eventName,http://rs.tdwg.org/ltc/terms/eventName-2024-02-28,string,Intitulé de l'événement,La dénomination communément utilisée pour identifier l'événement ou s'y référer.,,
schema:,familyName,Family Name,"Family name. In the U.S., the last name of a Person.",,,"`Jones`, `Keita`, `O'Rourke`, `Carreño Quiñones`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,False,False,2024-02-28,2024-02-28,Person,Person.familyName,https://schema.org/,https://schema.org/familyName,schema:familyName,http://rs.tdwg.org/ltc/terms/familyName-2024-02-28,string,Nom de Famille,"Nom de famille. Aux États-Unis, nom de famille d'une personne.",,
dwc:,formation,Formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,The full name of the lithostratigraphic formation from which objects in the collection originated.,Recommended vocabulary: https://ngmdb.usgs.gov/Geolex/search,"`Notch Peak Formation`, ` House Limestone`, `Fillmore Formation`, `Redwall Limestone`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.formation,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/formation,dwc:formation,http://rs.tdwg.org/ltc/terms/formation-2024-02-28,string,Formation,Le nom complet de la formation lithostratigraphique à partir de laquelle l’objet catalogué a été collecté.,Le nom complet de la formation lithostratigraphique à partir de laquelle les objets de la collection ont collectés.,Vocabulaire recommandé : https://ngmdb.usgs.gov/Geolex/search
abcd:,fullName,Full Name,String of the preferred form of personal name for displaying.,,,"`James Ewert Bradshaw`, `T. van Hooijdonk`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,False,False,2024-02-28,2024-02-28,Person,Person.fullName,http://rs.tdwg.org/abcd/terms/,http://rs.tdwg.org/abcd/terms/fullName,abcd:fullName,http://rs.tdwg.org/ltc/terms/fullName-2024-02-28,string,Nom Complet,Chaîne de caractères correspondant à la forme privilégiée du nom de personne à afficher.,,
dwc:,genus,Genus,The full scientific name of the genus in which the taxon is classified.,The full scientific name of the genus in which the collection's taxa are classified.,,"`Puma`, `Monoclea`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Taxon,False,False,2024-02-28,2024-02-28,Taxon,Taxon.genus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/genus,dwc:genus,http://rs.tdwg.org/ltc/terms/genus-2024-02-28,string,Genre,Le nom scientifique complet du genre dans lequel le taxon est classé.,Nom scientifique complet du genre dans lequel les taxons de la collection sont classés.,
